"state","location","type","so2","no2","rspm","pm2_5","date"
"Gujarat","Bharuch","Others",15,21,94,32,"2015-03-08"
"Delhi","Delhi","Industrial",4,57,234,55,"2015-03-09"
"Delhi","Delhi","Residential",4,44,80,52,"2015-03-09"
"Goa","Mapusa","Residential",9,11,56,37,"2015-03-09"
"Gujarat","Surat","Residential",14,21,88,33,"2015-03-09"
"Gujarat","Surat","Industrial",15,21,97,32,"2015-03-09"
"Gujarat","Surat","Residential",14,21,82,26,"2015-03-09"
"Gujarat","Vadodara","Residential",13,19,77,29,"2015-03-09"
"Gujarat","Ahmedabad","Industrial",13,20,83,27,"2015-03-09"
"Gujarat","Ahmedabad","Residential",15,21,90,40,"2015-03-09"
"Gujarat","Ahmedabad","Residential",12,18,70,29,"2015-03-09"
"Gujarat","Ahmedabad","Industrial",15,21,86,24,"2015-03-09"
"Gujarat","Ahmedabad","Residential",11,18,94,30,"2015-03-09"
"Gujarat","Vapi","Residential",14,21,94,33,"2015-03-09"
"Gujarat","Ankleshwar","Industrial",13,20,81,25,"2015-03-09"
"Gujarat","Ankleshwar","Residential",15,22,83,28,"2015-03-09"
"Gujarat","Rajkot","Industrial",13,20,87,35,"2015-03-09"
"Gujarat","Vadodara","Residential",12,20,100,34,"2015-03-09"
"Gujarat","Vadodara","Industrial",14,21,101,40,"2015-03-09"
"Gujarat","Ahmedabad","Residential",15,21,79,24,"2015-03-09"
"Gujarat","Vapi","Industrial",14,21,98,33,"2015-03-09"
"Gujarat","Rajkot","Residential",12,18,79,33,"2015-03-09"
"Gujarat","Ahmedabad","Others",13,20,87,30,"2015-03-09"
"Gujarat","Vadodara","Others",14,21,81,30,"2015-03-09"
"Gujarat","ANKLESHWAR","Others",15,22,90,36,"2015-03-09"
"Gujarat","VAPI","Others",12,20,68,29,"2015-03-09"
"Gujarat","Bharuch","Others",15,21,80,30,"2015-03-09"
"Gujarat","Bhuj","Others",15,22,87,33,"2015-03-09"
"Gujarat","MORBI","Others",13,20,96,36,"2015-03-09"
"Gujarat","SANAND","Others",12,20,95,35,"2015-03-09"
"Madhya Pradesh","Bhopal","Industrial",8.08222107401066,13,153,54,"2015-03-09"
"Madhya Pradesh","Jabalpur","Residential",2,20,66,36,"2015-03-09"
"Madhya Pradesh","Gwalior","Residential",9,11,112,84,"2015-03-09"
"Madhya Pradesh","Bhopal","Residential",8.08222107401066,54,137,143,"2015-03-09"
"Odisha","Angul","Industrial",13,26,93,62,"2015-03-09"
"Odisha","Rourkela","Residential",6,10,66,68,"2015-03-09"
"Odisha","Rayagada","Residential",4,22,61,31,"2015-03-09"
"Odisha","Angul","Residential",13,29,139,80,"2015-03-09"
"Odisha","Bhubaneswar","Residential",2,15,108,38,"2015-03-09"
"Odisha","Rourkela","Residential",7,14,126,58,"2015-03-09"
"Odisha","Bhubaneswar","Residential",2,16,63,28,"2015-03-09"
"Odisha","Bhubaneswar","Residential",2,20,100,13,"2015-03-09"
"Odisha","Cuttack","Residential",3,31,115,38,"2015-03-09"
"Odisha","Kalinga Nagar","Residential",2,11,105,51,"2015-03-09"
"Odisha","Kalinga Nagar","Industrial",2,10,104,47,"2015-03-09"
"Tamil Nadu","Thoothukudi","Residential",14,13,42,58,"2015-03-09"
"Tamil Nadu","Chennai","Residential",14,20,54,17,"2015-03-09"
"West Bengal","Kolkata","Industrial",4,49,176,83,"2015-03-09"
"West Bengal","Barrackpore","Industrial",12,68,171,123,"2015-03-09"
"Delhi","Delhi","Residential",4,38,199,47,"2015-03-10"
"Goa","Curchorem","Residential",4,9,56,20,"2015-03-10"
"Goa","Margao","Residential",4,9,53,20,"2015-03-10"
"Goa","Ponda","Residential",5,10,78,28,"2015-03-10"
"Goa","Sanguem","Residential",4,9,67,25,"2015-03-10"
"Goa","Tilamol","Residential",4,9,47,14,"2015-03-10"
"Goa","Cuncolim","Industrial",5,10,87,41,"2015-03-10"
"Gujarat","Jamnagar","Residential",15,21,85,28,"2015-03-10"
"Gujarat","Ahmedabad","Others",15,21,107,44,"2015-03-10"
"Gujarat","ANKLESHWAR","Others",14,21,103,34,"2015-03-10"
"Gujarat","MORBI","Others",15,22,88,31,"2015-03-10"
"Gujarat","Sarigam","Others",15,22,81,31,"2015-03-10"
"Madhya Pradesh","Gwalior","Residential",9,11,109,88,"2015-03-10"
"Madhya Pradesh","Bhopal","Residential",8.08222107401066,37,201,103,"2015-03-10"
"Madhya Pradesh","Jabalpur","Industrial",17,34,109,51,"2015-03-10"
"Odisha","Rayagada","Industrial",5,22,59,35,"2015-03-10"
"Odisha","Cuttack","Residential",3,27,81,42,"2015-03-10"
"Odisha","Balasore","Residential",2,12,86,38,"2015-03-10"
"Odisha","Bhubaneswar","Residential",2,17,106,34,"2015-03-10"
"Odisha","Balasore","Residential",2,11,85,55,"2015-03-10"
"Odisha","Rourkela","Residential",16,18,153,38,"2015-03-10"
"Tamil Nadu","Chennai","Industrial",14,15,47,24,"2015-03-10"
"West Bengal","Howrah","Residential",12,40,117,74,"2015-03-10"
"Delhi","Delhi","Industrial",4,59,175,122,"2015-03-11"
"Delhi","Delhi","Residential",4,41,161,110,"2015-03-11"
"Goa","Usgao","Residential",4,9,57,20,"2015-03-11"
"Goa","Codli","Residential",5,9,73,24,"2015-03-11"
"Goa","Honda","Residential",4,9,32,11,"2015-03-11"
"Goa","Bicholim","Residential",4,9,47,15,"2015-03-11"
"Goa","Amona","Residential",4,9,74,26.1,"2015-03-11"
"Goa","Assanora","Residential",4,9,47,16,"2015-03-11"
"Goa","Kundaim","Industrial",4,9,78,23,"2015-03-11"
"Gujarat","Bharuch","Others",12,20,79,29,"2015-03-11"
"Madhya Pradesh","Bhopal","Residential",8.08222107401066,18,121,40,"2015-03-11"
"Madhya Pradesh","Jabalpur","Residential",2,24,75,39,"2015-03-11"
"Madhya Pradesh","Gwalior","Residential",10,14,127,65,"2015-03-11"
"Odisha","Rayagada","Residential",4,22,57,25,"2015-03-11"
"Odisha","Bhubaneswar","Residential",2,21,94,13,"2015-03-11"
"Odisha","Cuttack","Residential",2,26,73,22,"2015-03-11"
"Tamil Nadu","Madurai","Industrial",16,27,57,43.7,"2015-03-11"
"Tamil Nadu","Salem","Residential",9,26,55,22,"2015-03-11"
"West Bengal","Durgapur","Residential",10,60,125,81,"2015-03-11"
"West Bengal","Kolkata","Others",4,55,186,93,"2015-03-11"
"Delhi","Delhi","Industrial",4,58,294,69,"2015-03-12"
"Delhi","Delhi","Residential",4,48,215,96,"2015-03-12"
"Goa","Curchorem","Residential",5,10,67,21,"2015-03-12"
"Goa","Margao","Residential",4,12,76,24,"2015-03-12"
"Goa","Ponda","Residential",4,9,78,19,"2015-03-12"
"Goa","Sanguem","Residential",4,11,61,16,"2015-03-12"
"Goa","Tilamol","Residential",4,9,62,21,"2015-03-12"
"Goa","Cuncolim","Industrial",4,9,68,25,"2015-03-12"
"Gujarat","Surat","Residential",13,21,96,36,"2015-03-12"
"Gujarat","Surat","Industrial",13,20,102,35,"2015-03-12"
"Gujarat","Surat","Residential",15,22,90,37,"2015-03-12"
"Gujarat","Vadodara","Residential",13,20,92,35,"2015-03-12"
"Gujarat","Ahmedabad","Industrial",15,19,82,32,"2015-03-12"
"Gujarat","Ahmedabad","Residential",14,19,96,33,"2015-03-12"
"Gujarat","Ahmedabad","Residential",14,21,68,23,"2015-03-12"
"Gujarat","Ahmedabad","Industrial",13,20,88,27,"2015-03-12"
"Gujarat","Ahmedabad","Residential",13,18,75,32,"2015-03-12"
"Gujarat","Vapi","Residential",11,18,87,31,"2015-03-12"
"Gujarat","Ankleshwar","Industrial",15,21,93,36,"2015-03-12"
"Gujarat","Ankleshwar","Residential",13,20,96,36,"2015-03-12"
"Gujarat","Rajkot","Industrial",14,21,90,38,"2015-03-12"
"Gujarat","Vadodara","Residential",14,21,89,30,"2015-03-12"
"Gujarat","Vadodara","Industrial",14,23,99,35,"2015-03-12"
"Gujarat","Ahmedabad","Residential",13,20,85,29,"2015-03-12"
"Gujarat","Vapi","Industrial",12,19,92,31,"2015-03-12"
"Gujarat","Rajkot","Residential",13,21,92,36,"2015-03-12"
"Gujarat","Ahmedabad","Others",14,21,93,32,"2015-03-12"
"Gujarat","Vadodara","Others",15,23,93,39,"2015-03-12"
"Gujarat","ANKLESHWAR","Others",13,20,75,28,"2015-03-12"
"Gujarat","VAPI","Others",14,21,83,33,"2015-03-12"
"Gujarat","Bharuch","Others",13,21,92,32,"2015-03-12"
"Gujarat","Bhuj","Others",13,21,91,35,"2015-03-12"
"Gujarat","MORBI","Others",15,21,104,37,"2015-03-12"
"Gujarat","SANAND","Others",16,23,96,31,"2015-03-12"
"Madhya Pradesh","Gwalior","Residential",11,14,130,76.4,"2015-03-12"
"Madhya Pradesh","Bhopal","Residential",8.08222107401066,58,171,149,"2015-03-12"
"Madhya Pradesh","Jabalpur","Industrial",16,36,99,46,"2015-03-12"
"Odisha","Angul","Industrial",12,28,126,78,"2015-03-12"
"Odisha","Rourkela","Residential",6,11,72,70,"2015-03-12"
"Odisha","Angul","Residential",9,19,120,43,"2015-03-12"
"Odisha","Bhubaneswar","Residential",2,13,104,29,"2015-03-12"
"Odisha","Rourkela","Residential",7,14,114,50,"2015-03-12"
"Odisha","Bhubaneswar","Residential",2,13,100,38,"2015-03-12"
"Odisha","Cuttack","Residential",3,31,110,44,"2015-03-12"
"Odisha","Bhubaneswar","Residential",2,17,89,36,"2015-03-12"
"Odisha","Kalinga Nagar","Residential",2,10,86,42,"2015-03-12"
"Odisha","Rourkela","Residential",17,15,173,56,"2015-03-12"
"Odisha","Kalinga Nagar","Industrial",2,10,101,51,"2015-03-12"
"Tamil Nadu","Chennai","Industrial",14,13,36,18,"2015-03-12"
"Tamil Nadu","Thoothukudi","Residential",14,14,43,58,"2015-03-12"
"West Bengal","Kolkata","Industrial",4,45,171,86,"2015-03-12"
"West Bengal","Barrackpore","Industrial",10,58,132,97,"2015-03-12"
"Delhi","Delhi","Residential",4,50,187,75,"2015-03-13"
"Delhi","Delhi","Residential",4,35,225,102,"2015-03-13"
"Goa","Usgao","Residential",4,9,74,27,"2015-03-13"
"Goa","Codli","Residential",4,9,56,17,"2015-03-13"
"Goa","Honda","Residential",4,8,42,13,"2015-03-13"
"Goa","Bicholim","Residential",4,9,53,18,"2015-03-13"
"Goa","Amona","Residential",4,9,76,28.7,"2015-03-13"
"Goa","Assanora","Residential",4,9,47,16,"2015-03-13"
"Goa","Mapusa","Residential",10,11,60,34,"2015-03-13"
"Goa","Kundaim","Industrial",4,9,69,21,"2015-03-13"
"Gujarat","Jamnagar","Residential",11,20,81,35,"2015-03-13"
"Gujarat","Ahmedabad","Others",16,21,94,34,"2015-03-13"
"Gujarat","ANKLESHWAR","Others",12,20,95,31,"2015-03-13"
"Gujarat","MORBI","Others",12,19,93,39,"2015-03-13"
"Gujarat","Sarigam","Others",14,21,86,35,"2015-03-13"
"Madhya Pradesh","Bhopal","Residential",8.08222107401066,22.5922759331576,91.7796692607069,43,"2015-03-13"
"Madhya Pradesh","Bhopal","Residential",8.08222107401066,22.5922759331576,91.7796692607069,76,"2015-03-13"
"Odisha","Rayagada","Industrial",5,23,53,28,"2015-03-13"
"Odisha","Rourkela","Residential",7,14,107,65,"2015-03-13"
"Odisha","Cuttack","Residential",2,28,85,42,"2015-03-13"
"Odisha","Balasore","Residential",2,11,78,32,"2015-03-13"
"Odisha","Konark","Residential",2,12,80,43,"2015-03-13"
"West Bengal","Howrah","Residential",12,43,112,62,"2015-03-13"
"Odisha","Cuttack","Residential",2,25,68,26,"2015-03-14"
"West Bengal","Durgapur","Residential",9,54,104,75,"2015-03-14"
"West Bengal","Kolkata","Others",4,51,148,72,"2015-03-14"
"Gujarat","Bharuch","Others",15,21,92,30,"2015-03-15"
"West Bengal","Kolkata","Industrial",2,40,135,66,"2015-03-15"
"West Bengal","Barrackpore","Industrial",10,58,135,95,"2015-03-15"
"Delhi","Delhi","Industrial",4,53,158,64,"2015-03-16"
"Delhi","Delhi","Residential",4,45,171,119,"2015-03-16"
"Goa","Mapusa","Residential",9,11,64,30,"2015-03-16"
"Gujarat","Surat","Residential",15,22,84,30,"2015-03-16"
"Gujarat","Surat","Industrial",16,22,94,33,"2015-03-16"
"Gujarat","Surat","Residential",13,20,94,31,"2015-03-16"
"Gujarat","Vadodara","Residential",14,21,73,26,"2015-03-16"
"Gujarat","Ahmedabad","Industrial",16,22,101,36,"2015-03-16"
"Gujarat","Ahmedabad","Residential",14,20,102,35,"2015-03-16"
"Gujarat","Ahmedabad","Residential",14,21,95,32,"2015-03-16"
"Gujarat","Ahmedabad","Industrial",11,19,83,34,"2015-03-16"
"Gujarat","Ahmedabad","Residential",14,20,67,29,"2015-03-16"
"Gujarat","Vapi","Residential",14,20,79,25,"2015-03-16"
"Gujarat","Ankleshwar","Industrial",16,23,91,34,"2015-03-16"
"Gujarat","Ankleshwar","Residential",16,23,89,31,"2015-03-16"
"Gujarat","Rajkot","Industrial",13,21,100,44,"2015-03-16"
"Gujarat","Vadodara","Residential",14,22,94,30,"2015-03-16"
"Gujarat","Vadodara","Industrial",16,23,94,37,"2015-03-16"
"Gujarat","Ahmedabad","Residential",13,21,86,31,"2015-03-16"
"Gujarat","Vapi","Industrial",15,22,88,34,"2015-03-16"
"Gujarat","Rajkot","Residential",15,22,86,27,"2015-03-16"
"Gujarat","Ahmedabad","Others",14,20,104,36,"2015-03-16"
"Gujarat","Vadodara","Others",14,21,98,36,"2015-03-16"
"Gujarat","ANKLESHWAR","Others",11,19,68,31,"2015-03-16"
"Gujarat","VAPI","Others",11,19,78,25,"2015-03-16"
"Gujarat","Bharuch","Others",13,20,79,35,"2015-03-16"
"Gujarat","Bhuj","Others",11,19,83,30,"2015-03-16"
"Gujarat","MORBI","Others",14,20,94,33,"2015-03-16"
"Gujarat","SANAND","Others",14,21,81,26,"2015-03-16"
"Madhya Pradesh","Bhopal","Industrial",8.08222107401066,12,199,8,"2015-03-16"
"Madhya Pradesh","Jabalpur","Residential",2,21,75,32,"2015-03-16"
"Madhya Pradesh","Gwalior","Residential",10,15,138,92,"2015-03-16"
"Madhya Pradesh","Bhopal","Residential",8.08222107401066,56,195,162,"2015-03-16"
"Odisha","Angul","Industrial",14,30,101,68,"2015-03-16"
"Odisha","Rourkela","Residential",6,11,66,65,"2015-03-16"
"Odisha","Rayagada","Residential",4,21,47,32,"2015-03-16"
"Odisha","Angul","Residential",11,25,112,60,"2015-03-16"
"Odisha","Bhubaneswar","Residential",2,17,122,46,"2015-03-16"
"Odisha","Rourkela","Residential",7,13,131,52,"2015-03-16"
"Odisha","Bhubaneswar","Residential",2,17,97,37,"2015-03-16"
"Odisha","Bhubaneswar","Residential",2,18,108,18,"2015-03-16"
"Odisha","Cuttack","Residential",3,32,124,38,"2015-03-16"
"Odisha","Balasore","Residential",2,12,85,44,"2015-03-16"
"Odisha","Bhubaneswar","Residential",2,14,95,31,"2015-03-16"
"Odisha","Kalinga Nagar","Residential",2,11,100,50,"2015-03-16"
"Odisha","Kalinga Nagar","Industrial",2,10,104,49,"2015-03-16"
"Tamil Nadu","Thoothukudi","Residential",14,15,34,71,"2015-03-16"
"West Bengal","Howrah","Residential",14,44,149,80,"2015-03-16"
"West Bengal","Durgapur","Residential",9,54,115,82,"2015-03-16"
"Delhi","Delhi","Industrial",4,60,238,42,"2015-03-17"
"Delhi","Delhi","Residential",4,44,214,96,"2015-03-17"
"Goa","Curchorem","Residential",4,9,62,17,"2015-03-17"
"Goa","Margao","Residential",4,9,69,21,"2015-03-17"
"Goa","Ponda","Residential",4,8,73,24,"2015-03-17"
"Goa","Sanguem","Residential",5,10,68,17,"2015-03-17"
"Goa","Tilamol","Residential",4,9,59,16,"2015-03-17"
"Goa","Cuncolim","Industrial",5,9,79,31,"2015-03-17"
"Gujarat","Jamnagar","Residential",13,21,76,27,"2015-03-17"
"Gujarat","Ahmedabad","Others",14,21,101,39,"2015-03-17"
"Gujarat","ANKLESHWAR","Others",13,21,87,26,"2015-03-17"
"Gujarat","MORBI","Others",14,21,92,33,"2015-03-17"
"Gujarat","Sarigam","Others",14,20,91,32,"2015-03-17"
"Madhya Pradesh","Gwalior","Residential",13,17,150,95,"2015-03-17"
"Madhya Pradesh","Sagar","Residential",2,15,62,40,"2015-03-17"
"Madhya Pradesh","Bhopal","Residential",8.08222107401066,28,240,146,"2015-03-17"
"Madhya Pradesh","Jabalpur","Industrial",14,35,118,43,"2015-03-17"
"Odisha","Rayagada","Industrial",4,25,66,26,"2015-03-17"
"Odisha","Cuttack","Residential",3,28,72,46,"2015-03-17"
"Odisha","Rourkela","Residential",18,17,185,55,"2015-03-17"
"Odisha","Konark","Residential",2,11,94,60,"2015-03-17"
"Tamil Nadu","Chennai","Industrial",12,15,59,38,"2015-03-17"
"West Bengal","Kolkata","Others",4,49,132,64,"2015-03-17"
"Delhi","Delhi","Residential",4,47,219,47,"2015-03-18"
"Delhi","Delhi","Residential",4,28,121,73,"2015-03-18"
"Goa","Usgao","Residential",5,11,55,16,"2015-03-18"
"Goa","Codli","Residential",4,10,64,17,"2015-03-18"
"Goa","Honda","Residential",5,8,70,23,"2015-03-18"
"Goa","Bicholim","Residential",4,12,82,25,"2015-03-18"
"Goa","Amona","Residential",4,9,85,30,"2015-03-18"
"Goa","Assanora","Residential",4,9,71,22,"2015-03-18"
"Goa","Kundaim","Industrial",4,8,95,32,"2015-03-18"
"Gujarat","Bharuch","Others",13,19,90,33,"2015-03-18"
"Madhya Pradesh","Bhopal","Residential",8.08222107401066,19,137,8,"2015-03-18"
"Madhya Pradesh","Jabalpur","Residential",2,25,67,31,"2015-03-18"
"Madhya Pradesh","Gwalior","Residential",8,11,108,65,"2015-03-18"
"Odisha","Rayagada","Residential",4,20,53,26,"2015-03-18"
"Odisha","Balasore","Residential",2,12,83,40,"2015-03-18"
"Odisha","Bhubaneswar","Residential",2,14,100,22,"2015-03-18"
"Odisha","Balasore","Residential",2,11,77,42,"2015-03-18"
"Odisha","Cuttack","Residential",2,27,73,30,"2015-03-18"
"Tamil Nadu","Madurai","Industrial",12,27,68,27.9,"2015-03-18"
"Tamil Nadu","Salem","Residential",9,32,61,29,"2015-03-18"
"West Bengal","Kolkata","Industrial",4,48,150,73,"2015-03-18"
"Delhi","Delhi","Industrial",4,62,167,85,"2015-03-19"
"Delhi","Delhi","Residential",4,49,165,97,"2015-03-19"
"Goa","Curchorem","Residential",4,9,48,14,"2015-03-19"
"Goa","Margao","Residential",4,9,47,14,"2015-03-19"
"Goa","Ponda","Residential",4,9,43,13,"2015-03-19"
"Goa","Sanguem","Residential",4,9,48,15,"2015-03-19"
"Goa","Tilamol","Residential",4,9,53,21,"2015-03-19"
"Goa","Cuncolim","Industrial",4,9,74,34,"2015-03-19"
"Gujarat","Surat","Residential",14,20,94,32,"2015-03-19"
"Gujarat","Surat","Industrial",14,20,82,28,"2015-03-19"
"Gujarat","Surat","Residential",12,18,91,32,"2015-03-19"
"Gujarat","Vadodara","Residential",12,19,80,30,"2015-03-19"
"Gujarat","Ahmedabad","Industrial",14,20,104,43,"2015-03-19"
"Gujarat","Ahmedabad","Residential",14,20,88,28,"2015-03-19"
"Gujarat","Ahmedabad","Residential",13,20,71,28,"2015-03-19"
"Gujarat","Ahmedabad","Industrial",14,21,79,29,"2015-03-19"
"Gujarat","Ahmedabad","Residential",13,18,86,36,"2015-03-19"
"Gujarat","Vapi","Residential",14,21,97,36,"2015-03-19"
"Gujarat","Ankleshwar","Industrial",15,22,93,30,"2015-03-19"
"Gujarat","Ankleshwar","Residential",15,21,97,32,"2015-03-19"
"Gujarat","Rajkot","Industrial",15,22,74,27,"2015-03-19"
"Gujarat","Vadodara","Residential",16,22,96,35,"2015-03-19"
"Gujarat","Vadodara","Industrial",13,21,103,32,"2015-03-19"
"Gujarat","Ahmedabad","Residential",14,22,77,35,"2015-03-19"
"Gujarat","Vapi","Industrial",14,20,104,36,"2015-03-19"
"Gujarat","Rajkot","Residential",13,20,89,34,"2015-03-19"
"Gujarat","Ahmedabad","Others",13,20,86,30,"2015-03-19"
"Gujarat","Vadodara","Others",15,22,100,37,"2015-03-19"
"Gujarat","ANKLESHWAR","Others",13,20,88,32,"2015-03-19"
"Gujarat","VAPI","Others",13,21,93,37,"2015-03-19"
"Gujarat","Bharuch","Others",13,20,85,27,"2015-03-19"
"Gujarat","Bhuj","Others",15,22,96,32,"2015-03-19"
"Gujarat","MORBI","Others",15,22,95,30,"2015-03-19"
"Gujarat","SANAND","Others",15,21,99,37,"2015-03-19"
"Madhya Pradesh","Gwalior","Residential",11,14,126,57.4,"2015-03-19"
"Madhya Pradesh","Bhopal","Residential",8.08222107401066,53,340,283,"2015-03-19"
"Madhya Pradesh","Jabalpur","Industrial",18,33,113,50,"2015-03-19"
"Odisha","Angul","Industrial",12,26,150,87,"2015-03-19"
"Odisha","Rourkela","Residential",6,11,63,69,"2015-03-19"
"Odisha","Angul","Residential",9,23,126,87,"2015-03-19"
"Odisha","Bhubaneswar","Residential",2,15,125,42,"2015-03-19"
"Odisha","Rourkela","Residential",7,14,104,48,"2015-03-19"
"Odisha","Bhubaneswar","Residential",2,14,87,34,"2015-03-19"
"Odisha","Bhubaneswar","Residential",2,17,112,16,"2015-03-19"
"Odisha","Cuttack","Residential",4,30,105,42,"2015-03-19"
"Odisha","Balasore","Industrial",8,13,101,69,"2015-03-19"
"Odisha","Kalinga Nagar","Residential",2,11,112,39,"2015-03-19"
"Odisha","Kalinga Nagar","Industrial",2,10,105,42,"2015-03-19"
"Tamil Nadu","Chennai","Industrial",10,15,52,32,"2015-03-19"
"Tamil Nadu","Thoothukudi","Residential",10,14,91,85,"2015-03-19"
"West Bengal","Howrah","Residential",13,42,105,65,"2015-03-19"
"West Bengal","Durgapur","Residential",9,57,123,88,"2015-03-19"
"Delhi","Delhi","Industrial",4,50,155,62,"2015-03-20"
"Delhi","Delhi","Residential",4,47,190,111,"2015-03-20"
"Goa","Usgao","Residential",4,9,52,17,"2015-03-20"
"Goa","Codli","Residential",4,9,57,18,"2015-03-20"
"Goa","Honda","Residential",4,9,75,30,"2015-03-20"
"Goa","Bicholim","Residential",4,10,67,21,"2015-03-20"
"Goa","Amona","Residential",4,9,61,18.4,"2015-03-20"
"Goa","Assanora","Residential",4,9,58,21,"2015-03-20"
"Goa","Mapusa","Residential",9,11,65,29,"2015-03-20"
"Goa","Kundaim","Industrial",4,9,68,21,"2015-03-20"
"Gujarat","Jamnagar","Residential",13,21,92,32,"2015-03-20"
"Gujarat","Ahmedabad","Others",13,20,84,33,"2015-03-20"
"Gujarat","ANKLESHWAR","Others",15,22,94,30,"2015-03-20"
"Gujarat","MORBI","Others",13,20,95,30,"2015-03-20"
"Gujarat","Sarigam","Others",14,22,87,30,"2015-03-20"
"Madhya Pradesh","Bhopal","Residential",8.08222107401066,8,182,36,"2015-03-20"
"Madhya Pradesh","Sagar","Residential",2,13,87,45.71,"2015-03-20"
"Madhya Pradesh","Bhopal","Residential",8.08222107401066,32,344,263,"2015-03-20"
"Odisha","Rayagada","Industrial",6,21,59,32,"2015-03-20"
"Odisha","Cuttack","Residential",2,28,81,42,"2015-03-20"
"Odisha","Bhubaneswar","Residential",2,17,128,27,"2015-03-20"
"Odisha","Rourkela","Residential",17,17,176,85,"2015-03-20"
"Odisha","Konark","Residential",2,12,116,68,"2015-03-20"
"West Bengal","Barrackpore","Industrial",10,58,137,94,"2015-03-20"
"West Bengal","Kolkata","Others",4,50,198,95,"2015-03-20"
"Madhya Pradesh","Bhopal","Industrial",8.08222107401066,8,359,71,"2015-03-21"
"Odisha","Balasore","Residential",2,13,90,52,"2015-03-21"
"Odisha","Cuttack","Residential",2,28,81,26,"2015-03-21"
"Gujarat","Bharuch","Others",14,21,87,31,"2015-03-22"
"Delhi","Delhi","Residential",4,47,178,78,"2015-03-23"
"Delhi","Delhi","Residential",4,31,98,69,"2015-03-23"
"Goa","Mapusa","Residential",9,11,64,30,"2015-03-23"
"Gujarat","Surat","Residential",14,22,85,33,"2015-03-23"
"Gujarat","Surat","Industrial",15,22,103,41,"2015-03-23"
"Gujarat","Surat","Residential",15,20,87,32,"2015-03-23"
"Gujarat","Vadodara","Residential",11,18,91,33,"2015-03-23"
"Gujarat","Ahmedabad","Industrial",15,22,79,37,"2015-03-23"
"Gujarat","Ahmedabad","Residential",12,18,103,36,"2015-03-23"
"Gujarat","Ahmedabad","Residential",12,18,94,27,"2015-03-23"
"Gujarat","Ahmedabad","Industrial",13,19,95,33,"2015-03-23"
"Gujarat","Ahmedabad","Residential",13,20,84,32,"2015-03-23"
"Gujarat","Vapi","Residential",12,19,93,30,"2015-03-23"
"Gujarat","Ankleshwar","Industrial",16,22,95,32,"2015-03-23"
"Gujarat","Ankleshwar","Residential",16,23,88,27,"2015-03-23"
"Gujarat","Rajkot","Industrial",14,21,102,34,"2015-03-23"
"Gujarat","Vadodara","Residential",15,22,97,31,"2015-03-23"
"Gujarat","Vadodara","Industrial",17,23,95,36,"2015-03-23"
"Gujarat","Ahmedabad","Residential",13,21,87,30,"2015-03-23"
"Gujarat","Vapi","Industrial",14,21,92,26,"2015-03-23"
"Gujarat","Rajkot","Residential",14,20,80,27,"2015-03-23"
"Gujarat","Ahmedabad","Others",13,19,109,39,"2015-03-23"
"Gujarat","Vadodara","Others",13,20,86,32,"2015-03-23"
"Gujarat","ANKLESHWAR","Others",14,21,83,30,"2015-03-23"
"Gujarat","VAPI","Others",12,20,100,32,"2015-03-23"
"Gujarat","Bharuch","Others",12,19,93,37,"2015-03-23"
"Gujarat","Bhuj","Others",13,19,78,27,"2015-03-23"
"Gujarat","MORBI","Others",13,20,103,36,"2015-03-23"
"Gujarat","SANAND","Others",14,21,87,32,"2015-03-23"
"Madhya Pradesh","Bhopal","Industrial",8.08222107401066,13,113,98,"2015-03-23"
"Madhya Pradesh","Jabalpur","Residential",2,22,62,34,"2015-03-23"
"Madhya Pradesh","Gwalior","Residential",14,16,137,92,"2015-03-23"
"Madhya Pradesh","Bhopal","Residential",8.08222107401066,50,307,59,"2015-03-23"
"Odisha","Angul","Industrial",11,24,127,96,"2015-03-23"
"Odisha","Rourkela","Residential",6,11,74,72,"2015-03-23"
"Odisha","Rayagada","Residential",4,24,62,29,"2015-03-23"
"Odisha","Angul","Residential",9,24,144,103,"2015-03-23"
"Odisha","Bhubaneswar","Residential",2,16,80,39,"2015-03-23"
"Odisha","Bhubaneswar","Residential",2,16,62,28,"2015-03-23"
"Odisha","Cuttack","Residential",3,34,111,35,"2015-03-23"
"Odisha","Kalinga Nagar","Residential",2,11,94,47,"2015-03-23"
"Odisha","Kalinga Nagar","Industrial",2,10,86,47,"2015-03-23"
"Tamil Nadu","Thoothukudi","Residential",13,16,80,58,"2015-03-23"
"West Bengal","Kolkata","Others",3,54,141,68,"2015-03-23"
"Delhi","Delhi","Industrial",4,58,210,93,"2015-03-24"
"Delhi","Delhi","Residential",4,42,149,100,"2015-03-24"
"Gujarat","Jamnagar","Residential",15,20,100,33,"2015-03-24"
"Gujarat","Ahmedabad","Others",15,22,99,36,"2015-03-24"
"Gujarat","ANKLESHWAR","Others",14,20,90,28,"2015-03-24"
"Gujarat","MORBI","Others",14,21,104,36,"2015-03-24"
"Gujarat","Sarigam","Others",14,21,85,34,"2015-03-24"
"Madhya Pradesh","Gwalior","Residential",10,13,112,100,"2015-03-24"
"Madhya Pradesh","Sagar","Residential",2,11,95,35.75,"2015-03-24"
"Madhya Pradesh","Bhopal","Residential",8.08222107401066,24,183,205,"2015-03-24"
"Madhya Pradesh","Jabalpur","Industrial",17,37,121,48,"2015-03-24"
"Odisha","Rayagada","Industrial",5,25,63,29,"2015-03-24"
